POSTCODE;SIZE;NUMBER_OF_ROOMS;PRICE;COORDINATES;ZBEZ
1030;52;2;859.99;48.1958348,16.3984411;0306
1030;52;2;859.99;48.1867,16.4011;0311
1200;43;2;859.72;48.2397831,16.3766238;2007
1200;43;2;859.69;48.2397831,16.3766238;2007
1210;46;2;859.53;48.2556522,16.3977317;2122
1190;44;2;859.49;48.2400416,16.3589591;1904
1210;46;2;859.4;48.2556522,16.3977317;2122
1050;58;2;859.3;48.18566671,16.35228553;0503
1160;56;2;859.26;48.21617467,16.31687184;1605
1200;44;2;859.23;48.2397831,16.3766238;2007
1100;61;2;859.08;48.1788315,16.3634886;1006
1030;47;2;859;48.1852442,16.4157587;1101
1090;51;2;859;48.22471,16.36407;0902
1090;51;2;859;48.22471,16.36407;0902
1090;51;2;859;48.22471,16.36407;0902
1140;52;2;859;48.20156567,16.2938393;1405
1230;53;2;859;48.1336703,16.2813958;2311
1230;53;2;859;48.1336703,16.2813958;2311
1120;57;2;859;48.1648514,16.3168977;1210
1120;57;2;859;48.16628,16.31634;1210
1210;60;2;859;48.28307285,16.41212802;2111
1220;78;2;859;48.235721588134766,16.488529205322266;2206
1150;57;2;858.9;48.1879999,16.3335888;1504
1110;74;2;858.85;48.1769926,16.40927977;1103
1200;42;2;858.8;48.2397831,16.3766238;2007
1200;42;2;858.8;48.2397831,16.3766238;2007
1200;42;2;858.76;48.2397831,16.3766238;2007
1200;42;2;858.76;48.2397831,16.3766238;2007
1220;45;2;858.65;48.217277,16.5384037;2229
1210;52;2;858.48;48.2622009,16.422995;2107
1210;52;2;858.48;48.2622009,16.422995;2107
1150;82;2;858.31;48.20181754,16.3189224;1507
1150;82;3;858.3;48.1969852,16.3186092;1506
1150;82;3;858.3;48.1969852,16.3186092;1506
1150;85;3;858.3;48.1966,16.31854;1506
1150;85;3;858.3;48.1966,16.31854;1506
1140;56;2;858.25;48.1961186,16.2832673;1406
1120;51;2;858;48.16863,16.30964;1211
1030;75;3;858;48.194113,16.395355;0305
1160;55;2;857.65;48.21442434,16.31271776;1604
1160;55;2;857.62;48.21185,16.3289;1601
1220;57;3;857.39;48.2307691,16.4591979;2231
1210;55;2;857.34;48.30010452,16.41916487;2102
1200;66;2;857.3;48.2362977,16.38168832;2008
1020;54;2;857.11;48.21890564,16.38948065;0201
1130;55;2;857.09;48.17535568,16.28261912;1306
1050;54;2;857;48.18527008,16.364033;0502
1130;55;2;857;48.17535568,16.28261912;1306
1220;58;2;857;48.25258,16.45316;2208
1120;53;2;856.71;48.18066125,16.33462821;1204
1120;53;2;856.71;48.18119903,16.33235366;1204
1120;53;2;856.71;48.18006193,16.33564521;1204
1120;53;2;856.71;48.18006193,16.33564521;1204
1120;53;2;856.7;48.18162127,16.33310772;1204
1120;53;2;856.7;48.18162127,16.33310772;1204
1210;47;2;856.57;48.26899074,16.39003397;2118
1100;68;2;856.53;48.17284927,16.36187976;1007
1040;69;3;856.44;48.19450504,16.36151179;0403
1160;73;2;856.44;48.1978,16.30127;1404
1120;77;3;856.32;48.18246,16.34131;1202
1020;73;2;856.04;48.2225421,16.3843178;0202
1100;48;2;855.58;48.163777,16.3831668;1023
1210;64;2;855.58;48.2651,16.3926;2118
1030;49;0;855.56;48.20773583,16.39344328;0301
1030;49;2;855.56;48.2067433,16.3904762;0301
1200;74;3;855.51;48.23137719,16.36822383;2005
1150;60;2;855.27;48.198207,16.3191378;1506
